1686668759.489176 server started (7630): version 3.3a, socket /tmp/tmux-1000/default, protocol 8
1686668759.489192 on Linux 5.15.90.1-microsoft-standard-WSL2 #1 SMP Fri Jan 27 02:56:13 UTC 2023
1686668759.489197 using libevent 2.1.12-stable (poll); ncurses 6.4
1686668759.489248 input_key_build: 0x10e003 (PasteStart) is \033[200~
1686668759.489253 input_key_build: 0x10e004 (PasteEnd) is \033[201~
1686668759.489256 input_key_build: 0x10e195 (F1) is \033OP
1686668759.489258 input_key_build: 0x10e196 (F2) is \033OQ
1686668759.489260 input_key_build: 0x10e197 (F3) is \033OR
1686668759.489262 input_key_build: 0x10e198 (F4) is \033OS
1686668759.489265 input_key_build: 0x10e199 (F5) is \033[15~
1686668759.489267 input_key_build: 0x10e19a (F6) is \033[17~
1686668759.489269 input_key_build: 0x10e19b (F7) is \033[18~
1686668759.489272 input_key_build: 0x10e19c (F8) is \033[19~
1686668759.489274 input_key_build: 0x10e19d (F9) is \033[20~
1686668759.489276 input_key_build: 0x10e19e (F10) is \033[21~
1686668759.489278 input_key_build: 0x10e19f (F11) is \033[23~
1686668759.489281 input_key_build: 0x10e1a0 (F12) is \033[24~
1686668759.489283 input_key_build: 0x10e1a1 (IC) is \033[2~
1686668759.489285 input_key_build: 0x10e1a2 (DC) is \033[3~
1686668759.489288 input_key_build: 0x10e1a3 (Home) is \033[1~
1686668759.489290 input_key_build: 0x10e1a4 (End) is \033[4~
1686668759.489292 input_key_build: 0x10e1a5 (NPage) is \033[6~
1686668759.489295 input_key_build: 0x10e1a6 (PPage) is \033[5~
1686668759.489297 input_key_build: 0x10e1a7 (BTab) is \033[Z
1686668759.489299 input_key_build: 0x10e1a8 (Up) is \033[A
1686668759.489302 input_key_build: 0x10e1a9 (Down) is \033[B
1686668759.489304 input_key_build: 0x10e1aa (Left) is \033[D
1686668759.489306 input_key_build: 0x10e1ab (Right) is \033[C
1686668759.489308 input_key_build: 0x10e1ac (KP/) is /
1686668759.489314 input_key_build: 0x10e1ad (KP*) is *
1686668759.489316 input_key_build: 0x10e1ae (KP-) is -
1686668759.489318 input_key_build: 0x10e1af (KP7) is 7
1686668759.489321 input_key_build: 0x10e1b0 (KP8) is 8
1686668759.489323 input_key_build: 0x10e1b1 (KP9) is 9
1686668759.489325 input_key_build: 0x10e1b2 (KP+) is +
1686668759.489327 input_key_build: 0x10e1b3 (KP4) is 4
1686668759.489329 input_key_build: 0x10e1b4 (KP5) is 5
1686668759.489332 input_key_build: 0x10e1b5 (KP6) is 6
1686668759.489334 input_key_build: 0x10e1b6 (KP1) is 1
1686668759.489336 input_key_build: 0x10e1b7 (KP2) is 2
1686668759.489338 input_key_build: 0x10e1b8 (KP3) is 3
1686668759.489341 input_key_build: 0x10e1b9 (KPEnter) is \n
1686668759.489343 input_key_build: 0x10e1ba (KP0) is 0
1686668759.489345 input_key_build: 0x10e1bb (KP.) is .
1686668759.489348 input_key_build: 0x20000010e195 (C-F1) is \033[1;5P
1686668759.489350 input_key_build: 0x20000010e196 (C-F2) is \033[1;5Q
1686668759.489352 input_key_build: 0x20000010e197 (C-F3) is \033[1;5R
1686668759.489355 input_key_build: 0x20000010e198 (C-F4) is \033[1;5S
1686668759.489357 input_key_build: 0x20000010e199 (C-F5) is \033[15;5~
1686668759.489359 input_key_build: 0x20000010e19a (C-F6) is \033[17;5~
1686668759.489362 input_key_build: 0x20000010e19b (C-F7) is \033[18;5~
1686668759.489364 input_key_build: 0x20000010e19c (C-F8) is \033[19;5~
1686668759.489366 input_key_build: 0x20000010e19d (C-F9) is \033[20;5~
1686668759.489369 input_key_build: 0x20000010e19e (C-F10) is \033[21;5~
1686668759.489371 input_key_build: 0x20000010e19f (C-F11) is \033[23;5~
1686668759.489373 input_key_build: 0x20000010e1a0 (C-F12) is \033[24;5~
1686668759.489375 input_key_build: 0x20000010e1a1 (C-IC) is \033[2;5~
1686668759.489378 input_key_build: 0x20000010e1a2 (C-DC) is \033[3;5~
1686668759.489380 input_key_build: 0x20000010e1a3 (C-Home) is \033[1;5H
1686668759.489382 input_key_build: 0x20000010e1a4 (C-End) is \033[1;5F
1686668759.489385 input_key_build: 0x20000010e1a5 (C-NPage) is \033[6;5~
1686668759.489387 input_key_build: 0x20000010e1a6 (C-PPage) is \033[5;5~
1686668759.489389 input_key_build: 0x20000010e1a8 (C-Up) is \033[1;5A
1686668759.489392 input_key_build: 0x20000010e1a9 (C-Down) is \033[1;5B
1686668759.489398 input_key_build: 0x20000010e1aa (C-Left) is \033[1;5D
1686668759.489400 input_key_build: 0x20000010e1ab (C-Right) is \033[1;5C
1686668759.489402 input_key_build: 0x40000010e195 (S-F1) is \033[1;2P
1686668759.489405 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1686668759.489407 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1686668759.489409 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1686668759.489412 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1686668759.489414 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1686668759.489416 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1686668759.489418 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1686668759.489421 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1686668759.489423 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1686668759.489425 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1686668759.489428 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1686668759.489430 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1686668759.489432 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1686668759.489434 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1686668759.489437 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1686668759.489439 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1686668759.489441 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1686668759.489444 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1686668759.489446 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1686668759.489448 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1686668759.489451 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1686668759.489453 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1686668759.489455 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1686668759.489458 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1686668759.489460 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1686668759.489462 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1686668759.489465 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1686668759.489467 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1686668759.489469 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1686668759.489471 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1686668759.489474 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1686668759.489476 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1686668759.489478 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1686668759.489481 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1686668759.489483 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1686668759.489486 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1686668759.489488 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1686668759.489490 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1686668759.489493 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1686668759.489495 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1686668759.489497 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1686668759.489499 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1686668759.489502 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1686668759.489504 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1686668759.489507 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1686668759.489509 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1686668759.489512 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1686668759.489514 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1686668759.489516 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1686668759.489519 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1686668759.489521 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1686668759.489523 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1686668759.489525 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1686668759.489528 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1686668759.489532 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1686668759.489535 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1686668759.489537 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1686668759.489539 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1686668759.489542 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1686668759.489544 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1686668759.489547 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1686668759.489549 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1686668759.489551 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1686668759.489554 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1686668759.489556 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
1686668759.489559 input_key_build: 0x810000010e197 (M-F3[I]) is \033[1;3R
1686668759.489561 input_key_build: 0x810000010e198 (M-F4[I]) is \033[1;3S
1686668759.489563 input_key_build: 0x810000010e199 (M-F5[I]) is \033[15;3~
1686668759.489566 input_key_build: 0x810000010e19a (M-F6[I]) is \033[17;3~
1686668759.489568 input_key_build: 0x810000010e19b (M-F7[I]) is \033[18;3~
1686668759.489570 input_key_build: 0x810000010e19c (M-F8[I]) is \033[19;3~
1686668759.489573 input_key_build: 0x810000010e19d (M-F9[I]) is \033[20;3~
1686668759.489575 input_key_build: 0x810000010e19e (M-F10[I]) is \033[21;3~
1686668759.489577 input_key_build: 0x810000010e19f (M-F11[I]) is \033[23;3~
1686668759.489580 input_key_build: 0x810000010e1a0 (M-F12[I]) is \033[24;3~
1686668759.489582 input_key_build: 0x810000010e1a1 (M-IC[I]) is \033[2;3~
1686668759.489584 input_key_build: 0x810000010e1a2 (M-DC[I]) is \033[3;3~
